,session_number,date,event_time,unique_visit,on_off,port,port_rank,prior_port,rewarded,RA_1,RA_2,RA_3,RA_4,RA_5,RA_6,photo_i,video_i
1637,3,2021-09-11 14:17:27,26.8811,0,1.0,4.0,1.0,4.0,0.0,,,,,,,210267.0,323671.0
1639,3,2021-09-11 14:17:27,26.883583333333334,0,1.0,4.0,1.0,4.0,0.0,,,,,,,210287.0,323701.0
1641,3,2021-09-11 14:17:27,26.94295,1,1.0,4.0,1.0,4.0,0.0,,,,,,,210750.0,324413.0
1643,3,2021-09-11 14:17:27,27.022383333333334,1,1.0,6.0,2.0,4.0,0.0,,,,,,,211370.0,325366.0
1645,3,2021-09-11 14:17:27,27.02565,0,1.0,6.0,2.0,6.0,0.0,,,,,,,211395.0,325405.0
1647,3,2021-09-11 14:17:27,27.100883333333336,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,326308.0
1648,3,2021-09-11 14:17:27,27.138383333333334,1,1.0,5.0,3.0,6.0,0.0,,,,,,,212274.0,326758.0
1650,3,2021-09-11 14:17:27,27.1671,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,327103.0
1651,3,2021-09-11 14:17:27,27.234933333333334,1,1.0,4.0,1.0,5.0,1.0,0.0,6.0,1.0,54.0,6.0,27.0,213028.0,327917.0
1652,3,2021-09-11 14:17:27,27.234966666666665,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,327917.0
1654,3,2021-09-11 14:17:27,27.235833333333336,0,1.0,4.0,1.0,4.0,0.0,,,,,,,213035.0,327928.0
1656,3,2021-09-11 14:17:27,27.350483333333333,1,1.0,5.0,3.0,4.0,0.0,,,,,,,213929.0,329303.0
1658,3,2021-09-11 14:17:27,27.352516666666666,0,1.0,5.0,3.0,5.0,0.0,,,,,,,213945.0,329327.0
1660,3,2021-09-11 14:17:27,27.38965,1,1.0,6.0,2.0,5.0,1.0,0.0,6.0,1.0,54.0,6.0,27.0,214234.0,329773.0
1661,3,2021-09-11 14:17:27,27.389683333333334,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,329773.0
1663,3,2021-09-11 14:17:27,27.484433333333335,1,1.0,6.0,2.0,6.0,0.0,,,,,,,214973.0,330910.0
1665,3,2021-09-11 14:17:27,27.488166666666665,0,1.0,6.0,2.0,6.0,0.0,,,,,,,215002.0,330955.0
1667,3,2021-09-11 14:17:27,27.600900000000003,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,332307.0
1668,3,2021-09-11 14:17:27,27.6567,1,1.0,3.0,5.0,6.0,0.0,,,,,,,216317.0,332977.0
1670,3,2021-09-11 14:17:27,27.65761666666667,0,1.0,3.0,5.0,3.0,0.0,,,,,,,216324.0,332988.0
1672,3,2021-09-11 14:17:27,27.759316666666667,1,1.0,6.0,2.0,3.0,0.0,,,,,,,217118.0,334209.0
1674,3,2021-09-11 14:17:27,27.76086666666667,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217130.0,334227.0
1676,3,2021-09-11 14:17:27,27.768966666666664,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217193.0,334325.0
1678,3,2021-09-11 14:17:27,27.772016666666666,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217217.0,334361.0
1680,3,2021-09-11 14:17:27,27.778116666666666,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217264.0,334434.0
1682,3,2021-09-11 14:17:27,27.790133333333333,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217358.0,334579.0
1684,3,2021-09-11 14:17:27,27.80045,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217439.0,334702.0
1686,3,2021-09-11 14:17:27,27.811633333333337,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217526.0,334837.0
1688,3,2021-09-11 14:17:27,27.81386666666667,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217543.0,334863.0
1690,3,2021-09-11 14:17:27,27.81485,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217551.0,334875.0
1692,3,2021-09-11 14:17:27,27.818516666666667,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217580.0,334919.0
1694,3,2021-09-11 14:17:27,27.825133333333333,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217631.0,334999.0
1696,3,2021-09-11 14:17:27,27.836066666666667,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217716.0,335130.0
1698,3,2021-09-11 14:17:27,27.838733333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217737.0,335162.0
1700,3,2021-09-11 14:17:27,27.8422,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217764.0,335203.0
1702,3,2021-09-11 14:17:27,27.84828333333333,0,1.0,6.0,2.0,6.0,0.0,,,,,,,217812.0,335276.0
1704,3,2021-09-11 14:17:27,27.979916666666668,1,1.0,4.0,1.0,6.0,1.0,0.0,6.0,1.0,55.0,6.0,27.0,218838.0,336855.0
1705,3,2021-09-11 14:17:27,27.97995,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,336856.0
1707,3,2021-09-11 14:17:27,28.015416666666667,1,1.0,4.0,1.0,4.0,0.0,,,,,,,219115.0,337281.0
1709,3,2021-09-11 14:17:27,28.033433333333335,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,337497.0
1710,3,2021-09-11 14:17:27,28.100916666666667,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,338307.0
1711,3,2021-09-11 14:17:27,28.133433333333336,0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,338697.0
1712,3,2021-09-11 14:17:27,28.16711666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,339102.0
1713,3,2021-09-11 14:17:27,28.180600000000002,1,1.0,5.0,3.0,4.0,1.0,0.0,7.0,1.0,56.0,7.0,28.0,220404.0,339263.0
1714,3,2021-09-11 14:17:27,28.180633333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,339264.0
1716,3,2021-09-11 14:17:27,28.183583333333335,0,1.0,5.0,3.0,5.0,0.0,,,,,,,220427.0,339299.0
1718,3,2021-09-11 14:17:27,28.186333333333334,0,1.0,5.0,3.0,5.0,0.0,,,,,,,220448.0,339332.0
1720,3,2021-09-11 14:17:27,28.193933333333334,0,1.0,5.0,3.0,5.0,0.0,,,,,,,220508.0,339423.0
1722,3,2021-09-11 14:17:27,28.196183333333334,0,1.0,5.0,3.0,5.0,0.0,,,,,,,220525.0,339450.0
1724,3,2021-09-11 14:17:27,28.251683333333336,1,1.0,6.0,2.0,5.0,1.0,0.0,7.0,1.0,56.0,7.0,28.0,220958.0,340116.0
1725,3,2021-09-11 14:17:27,28.251716666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,340117.0
1727,3,2021-09-11 14:17:27,28.422116666666668,1,1.0,4.0,1.0,6.0,1.0,0.0,7.0,1.0,56.0,7.0,28.0,222287.0,342161.0
1728,3,2021-09-11 14:17:27,28.42215,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,342161.0
1730,3,2021-09-11 14:17:27,28.423333333333336,0,1.0,4.0,1.0,4.0,0.0,,,,,,,222296.0,342175.0
1732,3,2021-09-11 14:17:27,28.600933333333334,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,344306.0
1733,3,2021-09-11 14:17:27,28.613466666666667,1,1.0,4.0,1.0,4.0,1.0,0.0,7.0,1.0,57.0,7.0,28.0,223780.0,344457.0
1734,3,2021-09-11 14:17:27,28.6135,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,344457.0
1736,3,2021-09-11 14:17:27,28.616983333333334,0,1.0,4.0,1.0,4.0,0.0,,,,,,,223808.0,344499.0
1738,3,2021-09-11 14:17:27,28.617866666666664,0,1.0,4.0,1.0,4.0,0.0,,,,,,,223814.0,344510.0
1740,3,2021-09-11 14:17:27,28.670233333333332,1,1.0,4.0,1.0,4.0,0.0,,,,,,,224223.0,345138.0
1742,3,2021-09-11 14:17:27,28.671666666666667,0,1.0,4.0,1.0,4.0,0.0,,,,,,,224234.0,345155.0
1744,3,2021-09-11 14:17:27,28.81246666666667,1,1.0,5.0,3.0,4.0,0.0,,,,,,,225332.0,346845.0
1746,3,2021-09-11 14:17:27,28.928933333333337,1,1.0,4.0,1.0,5.0,0.0,,,,,,,226240.0,348242.0
1748,3,2021-09-11 14:17:27,28.929566666666666,0,1.0,4.0,1.0,4.0,0.0,,,,,,,226245.0,348250.0
1750,3,2021-09-11 14:17:27,29.047,1,1.0,6.0,2.0,4.0,0.0,,,,,,,227161.0,349659.0
1752,3,2021-09-11 14:17:27,29.081183333333335,1,1.0,5.0,3.0,6.0,0.0,,,,,,,227428.0,350069.0
1754,3,2021-09-11 14:17:27,29.10095,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,350306.0
1755,3,2021-09-11 14:17:27,29.1432,1,1.0,4.0,1.0,5.0,1.0,0.0,7.0,1.0,58.0,7.0,28.0,227912.0,350813.0
1756,3,2021-09-11 14:17:27,29.143233333333335,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,350813.0
1758,3,2021-09-11 14:17:27,29.1456,0,1.0,4.0,1.0,4.0,0.0,,,,,,,227931.0,350842.0
1760,3,2021-09-11 14:17:27,29.147100000000002,0,1.0,4.0,1.0,4.0,0.0,,,,,,,227943.0,350860.0
1761,3,2021-09-11 14:17:27,29.167133333333332,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,351100.0
1763,3,2021-09-11 14:17:27,29.26295,1,1.0,2.0,4.0,4.0,1.0,0.0,7.0,1.0,58.0,7.0,29.0,228846.0,352250.0
1764,3,2021-09-11 14:17:27,29.262983333333334,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,352250.0
1766,3,2021-09-11 14:17:27,29.266816666666667,0,1.0,2.0,4.0,2.0,0.0,,,,,,,228876.0,352296.0
1768,3,2021-09-11 14:17:27,29.32095,1,1.0,2.0,4.0,2.0,0.0,,,,,,,229298.0,352946.0
1770,3,2021-09-11 14:17:27,29.3258,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229336.0,353004.0
1772,3,2021-09-11 14:17:27,29.3309,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229376.0,353066.0
1774,3,2021-09-11 14:17:27,29.332449999999998,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229388.0,353084.0
1776,3,2021-09-11 14:17:27,29.335866666666668,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229415.0,353125.0
1778,3,2021-09-11 14:17:27,29.33765,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229428.0,353147.0
1780,3,2021-09-11 14:17:27,29.33905,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229439.0,353163.0
1782,3,2021-09-11 14:17:27,29.340616666666666,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229452.0,353182.0
1784,3,2021-09-11 14:17:27,29.344116666666665,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229479.0,353224.0
1786,3,2021-09-11 14:17:27,29.345833333333335,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229492.0,353245.0
1788,3,2021-09-11 14:17:27,29.347550000000002,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229506.0,353265.0
1790,3,2021-09-11 14:17:27,29.349183333333333,0,1.0,2.0,4.0,2.0,0.0,,,,,,,229518.0,353285.0
1792,3,2021-09-11 14:17:27,29.600966666666668,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,356306.0
1793,3,2021-09-11 14:17:27,29.663966666666667,1,1.0,3.0,5.0,2.0,0.0,,,,,,,231974.0,357062.0
1795,3,2021-09-11 14:17:27,29.825433333333333,1,1.0,1.0,6.0,3.0,0.0,,,,,,,233233.0,358999.0
1797,3,2021-09-11 14:17:27,29.855666666666664,1,1.0,2.0,4.0,1.0,0.0,,,,,,,233469.0,359362.0
1799,3,2021-09-11 14:17:27,29.8565,0,1.0,2.0,4.0,2.0,0.0,,,,,,,233475.0,359372.0
1801,3,2021-09-11 14:17:27,30.0079,1,1.0,2.0,4.0,2.0,0.0,,,,,,,234657.0,361189.0
1803,3,2021-09-11 14:17:27,30.008916666666668,0,1.0,2.0,4.0,2.0,0.0,,,,,,,234665.0,361201.0
1805,3,2021-09-11 14:17:27,30.009883333333335,0,1.0,2.0,4.0,2.0,0.0,,,,,,,234672.0,361212.0
1807,3,2021-09-11 14:17:27,30.100983333333332,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,362305.0
1808,3,2021-09-11 14:17:27,30.16715,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,363099.0
1809,3,2021-09-11 14:17:27,30.601,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,368305.0
1810,3,2021-09-11 14:17:27,31.101016666666666,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,374304.0
1811,3,2021-09-11 14:17:27,31.167166666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,375098.0
1812,3,2021-09-11 14:17:27,31.60103333333333,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,380304.0
1813,3,2021-09-11 14:17:27,32.03345,0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,385493.0
1814,3,2021-09-11 14:17:27,32.10105,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,386304.0
1815,3,2021-09-11 14:17:27,32.13345,0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,386692.0
1816,3,2021-09-11 14:17:27,32.16726666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,387098.0
1817,3,2021-09-11 14:17:27,32.595600000000005,1,1.0,6.0,2.0,2.0,1.0,0.0,8.0,1.0,64.0,8.0,32.0,254841.0,392238.0
1818,3,2021-09-11 14:17:27,32.59565,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,392238.0
1820,3,2021-09-11 14:17:27,32.60106666666667,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,392303.0
1821,3,2021-09-11 14:17:27,32.60118333333333,0,1.0,6.0,2.0,6.0,0.0,,,,,,,254884.0,392305.0
1823,3,2021-09-11 14:17:27,32.64358333333333,1,1.0,6.0,2.0,6.0,0.0,,,,,,,255215.0,392813.0
1825,3,2021-09-11 14:17:27,32.70073333333333,1,1.0,5.0,3.0,6.0,1.0,0.0,8.0,1.0,65.0,8.0,32.0,255661.0,393499.0
1826,3,2021-09-11 14:17:27,32.70076666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,393499.0
1828,3,2021-09-11 14:17:27,32.70178333333333,0,1.0,5.0,3.0,5.0,0.0,,,,,,,255669.0,393511.0
1830,3,2021-09-11 14:17:27,32.885799999999996,1,1.0,4.0,1.0,5.0,1.0,0.0,8.0,1.0,65.0,8.0,32.0,257104.0,395719.0
1831,3,2021-09-11 14:17:27,32.88583333333334,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,395720.0
1833,3,2021-09-11 14:17:27,32.88901666666666,0,1.0,4.0,1.0,4.0,0.0,,,,,,,257129.0,395758.0
1835,3,2021-09-11 14:17:27,33.09745,1,1.0,4.0,1.0,4.0,0.0,,,,,,,258755.0,398259.0
1836,3,2021-09-11 14:17:27,33.101083333333335,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,398303.0
1838,3,2021-09-11 14:17:27,33.16728333333334,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,399097.0
1839,3,2021-09-11 14:17:27,33.20008333333333,1,1.0,6.0,2.0,4.0,1.0,0.0,8.0,1.0,66.0,8.0,33.0,259555.0,399490.0
1840,3,2021-09-11 14:17:27,33.200116666666666,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,399491.0
1842,3,2021-09-11 14:17:27,33.252583333333334,1,1.0,5.0,3.0,6.0,0.0,,,,,,,259965.0,400120.0
1844,3,2021-09-11 14:17:27,33.256616666666666,0,1.0,5.0,3.0,5.0,0.0,,,,,,,259996.0,400169.0
1846,3,2021-09-11 14:17:27,33.259100000000004,0,1.0,5.0,3.0,5.0,0.0,,,,,,,260016.0,400199.0
1848,3,2021-09-11 14:17:27,33.33156666666667,1,1.0,4.0,1.0,5.0,1.0,0.0,8.0,1.0,66.0,8.0,33.0,260581.0,401068.0
1849,3,2021-09-11 14:17:27,33.3316,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,401069.0
1851,3,2021-09-11 14:17:27,33.533249999999995,1,1.0,5.0,3.0,4.0,0.0,,,,,,,262154.0,403488.0
1853,3,2021-09-11 14:17:27,33.548716666666664,0,1.0,5.0,3.0,5.0,0.0,,,,,,,262275.0,403673.0
1855,3,2021-09-11 14:17:27,33.556983333333335,0,1.0,5.0,3.0,5.0,0.0,,,,,,,262339.0,403772.0
1857,3,2021-09-11 14:17:27,33.6011,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,404302.0
1858,3,2021-09-11 14:17:27,33.6491,1,1.0,6.0,2.0,5.0,0.0,,,,,,,263058.0,404878.0
1860,3,2021-09-11 14:17:27,33.650016666666666,0,1.0,6.0,2.0,6.0,0.0,,,,,,,263065.0,404889.0
1862,3,2021-09-11 14:17:27,33.66015,0,1.0,6.0,2.0,6.0,0.0,,,,,,,263144.0,405010.0
1864,3,2021-09-11 14:17:27,33.662366666666664,0,1.0,6.0,2.0,6.0,0.0,,,,,,,263162.0,405037.0
1866,3,2021-09-11 14:17:27,33.6707,0,1.0,6.0,2.0,6.0,0.0,,,,,,,263227.0,405137.0
1868,3,2021-09-11 14:17:27,33.67616666666667,0,1.0,6.0,2.0,6.0,0.0,,,,,,,263269.0,405203.0
1870,3,2021-09-11 14:17:27,33.892633333333336,1,1.0,1.0,6.0,6.0,0.0,,,,,,,264958.0,407800.0
1872,3,2021-09-11 14:17:27,33.894800000000004,0,1.0,1.0,6.0,1.0,0.0,,,,,,,264975.0,407826.0
1874,3,2021-09-11 14:17:27,33.89758333333334,0,1.0,1.0,6.0,1.0,0.0,,,,,,,264996.0,407860.0
1876,3,2021-09-11 14:17:27,33.902116666666664,0,1.0,1.0,6.0,1.0,0.0,,,,,,,265032.0,407914.0
1878,3,2021-09-11 14:17:27,33.916716666666666,0,1.0,1.0,6.0,1.0,0.0,,,,,,,265146.0,408089.0
1880,3,2021-09-11 14:17:27,33.925783333333335,0,1.0,1.0,6.0,1.0,0.0,,,,,,,265216.0,408198.0
1882,3,2021-09-11 14:17:27,33.92868333333333,0,1.0,1.0,6.0,1.0,0.0,,,,,,,265239.0,408233.0
1884,3,2021-09-11 14:17:27,33.94251666666666,0,1.0,1.0,6.0,1.0,0.0,,,,,,,265347.0,408399.0
1886,3,2021-09-11 14:17:27,34.010733333333334,1,1.0,2.0,4.0,1.0,1.0,0.0,8.0,1.0,67.0,8.0,33.0,265879.0,409217.0
1887,3,2021-09-11 14:17:27,34.01076666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,409218.0
1889,3,2021-09-11 14:17:27,34.10111666666667,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,410302.0
1890,3,2021-09-11 14:17:27,34.1673,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,411096.0
1891,3,2021-09-11 14:17:27,34.26486666666666,1,1.0,3.0,5.0,2.0,0.0,,,,,,,267861.0,412267.0
1893,3,2021-09-11 14:17:27,34.33253333333334,1,1.0,1.0,6.0,3.0,0.0,,,,,,,268389.0,413079.0
1895,3,2021-09-11 14:17:27,34.33513333333334,0,1.0,1.0,6.0,1.0,0.0,,,,,,,268409.0,413110.0
1897,3,2021-09-11 14:17:27,34.336816666666664,0,1.0,1.0,6.0,1.0,0.0,,,,,,,268422.0,413130.0
1899,3,2021-09-11 14:17:27,34.3397,0,1.0,1.0,6.0,1.0,0.0,,,,,,,268445.0,413165.0
1901,3,2021-09-11 14:17:27,34.44878333333334,1,1.0,4.0,1.0,1.0,1.0,0.0,8.0,1.0,68.0,8.0,34.0,269296.0,414473.0
1902,3,2021-09-11 14:17:27,34.448816666666666,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,414474.0
1904,3,2021-09-11 14:17:27,34.44968333333334,0,1.0,4.0,1.0,4.0,0.0,,,,,,,269303.0,414484.0
1906,3,2021-09-11 14:17:27,34.4872,1,1.0,4.0,1.0,4.0,0.0,,,,,,,269595.0,414934.0
1908,3,2021-09-11 14:17:27,34.489450000000005,0,1.0,4.0,1.0,4.0,0.0,,,,,,,269613.0,414961.0
1910,3,2021-09-11 14:17:27,34.57208333333333,1,1.0,5.0,3.0,4.0,0.0,,,,,,,270257.0,415952.0
1912,3,2021-09-11 14:17:27,34.59588333333333,1,1.0,6.0,2.0,5.0,1.0,0.0,8.0,1.0,68.0,8.0,34.0,270443.0,416238.0
1913,3,2021-09-11 14:17:27,34.59591666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,416238.0
1914,3,2021-09-11 14:17:27,34.60113333333334,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,416301.0
1916,3,2021-09-11 14:17:27,34.6413,1,1.0,6.0,2.0,6.0,0.0,,,,,,,270797.0,416783.0
1918,3,2021-09-11 14:17:27,34.642900000000004,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270810.0,416802.0
1920,3,2021-09-11 14:17:27,34.64443333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270822.0,416820.0
1922,3,2021-09-11 14:17:27,34.64581666666666,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270833.0,416837.0
1924,3,2021-09-11 14:17:27,34.64771666666666,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270847.0,416860.0
1926,3,2021-09-11 14:17:27,34.64955,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270862.0,416882.0
1928,3,2021-09-11 14:17:27,34.651383333333335,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270876.0,416904.0
1930,3,2021-09-11 14:17:27,34.65311666666666,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270890.0,416925.0
1932,3,2021-09-11 14:17:27,34.654716666666666,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270902.0,416944.0
1934,3,2021-09-11 14:17:27,34.65626666666667,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270914.0,416962.0
1936,3,2021-09-11 14:17:27,34.657783333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270926.0,416981.0
1938,3,2021-09-11 14:17:27,34.65935,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270938.0,416999.0
1940,3,2021-09-11 14:17:27,34.661233333333335,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270953.0,417022.0
1942,3,2021-09-11 14:17:27,34.66343333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270970.0,417048.0
1944,3,2021-09-11 14:17:27,34.665333333333336,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270985.0,417071.0
1946,3,2021-09-11 14:17:27,34.66685,0,1.0,6.0,2.0,6.0,0.0,,,,,,,270997.0,417089.0
1948,3,2021-09-11 14:17:27,34.67868333333333,0,1.0,6.0,2.0,6.0,0.0,,,,,,,271089.0,417231.0
1950,3,2021-09-11 14:17:27,34.68065,0,1.0,6.0,2.0,6.0,0.0,,,,,,,271104.0,417255.0
1952,3,2021-09-11 14:17:27,34.6828,0,1.0,6.0,2.0,6.0,0.0,,,,,,,271121.0,417281.0
1954,3,2021-09-11 14:17:27,34.68483333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,271137.0,417305.0
1956,3,2021-09-11 14:17:27,34.686400000000006,0,1.0,6.0,2.0,6.0,0.0,,,,,,,271149.0,417324.0
1958,3,2021-09-11 14:17:27,34.91616666666666,1,1.0,1.0,6.0,6.0,0.0,,,,,,,272941.0,420082.0
1960,3,2021-09-11 14:17:27,35.10115,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,422301.0
1961,3,2021-09-11 14:17:27,35.16731666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,423095.0
1962,3,2021-09-11 14:17:27,35.260016666666665,1,1.0,6.0,2.0,1.0,1.0,0.0,8.0,1.0,70.0,8.0,35.0,275623.0,424207.0
1963,3,2021-09-11 14:17:27,35.26006666666667,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,424208.0
1965,3,2021-09-11 14:17:27,35.34876666666666,1,1.0,5.0,3.0,6.0,0.0,,,,,,,276315.0,425272.0
1967,3,2021-09-11 14:17:27,35.35021666666667,0,1.0,5.0,3.0,5.0,0.0,,,,,,,276326.0,425290.0
1969,3,2021-09-11 14:17:27,35.35738333333334,0,1.0,5.0,3.0,5.0,0.0,,,,,,,276382.0,425376.0
1971,3,2021-09-11 14:17:27,35.361866666666664,0,1.0,5.0,3.0,5.0,0.0,,,,,,,276417.0,425429.0
1973,3,2021-09-11 14:17:27,35.4139,1,1.0,6.0,2.0,5.0,0.0,,,,,,,276823.0,426054.0
1975,3,2021-09-11 14:17:27,35.4166,0,1.0,6.0,2.0,6.0,0.0,,,,,,,276844.0,426086.0
1977,3,2021-09-11 14:17:27,35.423966666666665,0,1.0,6.0,2.0,6.0,0.0,,,,,,,276902.0,426175.0
1979,3,2021-09-11 14:17:27,35.43893333333333,0,1.0,6.0,2.0,6.0,0.0,,,,,,,277019.0,426354.0
1981,3,2021-09-11 14:17:27,35.4406,0,1.0,6.0,2.0,6.0,0.0,,,,,,,277032.0,426374.0
1983,3,2021-09-11 14:17:27,35.60116666666667,0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,428300.0
1984,3,2021-09-11 14:17:27,35.6485,1,1.0,3.0,5.0,6.0,0.0,,,,,,,278653.0,428868.0
1986,3,2021-09-11 14:17:27,35.65405,0,1.0,3.0,5.0,3.0,0.0,,,,,,,278696.0,428934.0
1988,3,2021-09-11 14:17:27,35.91106666666667,1,1.0,6.0,2.0,3.0,0.0,,,,,,,280701.0,432019.0
1990,3,2021-09-11 14:17:27,35.91983333333334,0,1.0,6.0,2.0,6.0,0.0,,,,,,,280769.0,432124.0
1992,3,2021-09-11 14:17:27,35.98303333333333,1,1.0,4.0,1.0,6.0,1.0,0.0,8.0,1.0,71.0,8.0,35.0,281262.0,432882.0
1993,3,2021-09-11 14:17:27,35.983066666666666,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,432883.0
1995,3,2021-09-11 14:17:27,35.984366666666666,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281273.0,432898.0
1997,3,2021-09-11 14:17:27,35.987100000000005,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281294.0,432931.0
1999,3,2021-09-11 14:17:27,35.98846666666667,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281305.0,432947.0
2001,3,2021-09-11 14:17:27,35.99001666666666,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281317.0,432966.0
2003,3,2021-09-11 14:17:27,35.99146666666666,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281328.0,432983.0
2005,3,2021-09-11 14:17:27,35.99275,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281338.0,432999.0
2007,3,2021-09-11 14:17:27,35.99418333333333,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281349.0,433016.0
2009,3,2021-09-11 14:17:27,35.99696666666667,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281371.0,433049.0
2011,3,2021-09-11 14:17:27,35.99841666666667,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281382.0,433067.0
2013,3,2021-09-11 14:17:27,36.0146,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281508.0,433261.0
2015,3,2021-09-11 14:17:27,36.018950000000004,0,1.0,4.0,1.0,4.0,0.0,,,,,,,281542.0,433313.0
