,session_number,date,event_time,unique_visit,on_off,port,port_rank,prior_port,rewarded,RA_1,RA_2,RA_3,RA_4,RA_5,RA_6,photo_i,video_i
2529,5,2021-09-13 15:00:35,70.00755000000001,0,1.0,3.0,1.0,3.0,0.0,,,,,,,546307.0,840763.0
2531,5,2021-09-13 15:00:35,70.04411666666667,1,1.0,3.0,1.0,3.0,0.0,,,,,,,546592.0,841202.0
2532,5,2021-09-13 15:00:35,70.06906666666667,0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,841502.0
2534,5,2021-09-13 15:00:35,70.09145,1,1.0,3.0,1.0,3.0,1.0,70.0,3.0,140.0,1.0,17.0,17.0,546961.0,841770.0
2535,5,2021-09-13 15:00:35,70.09148333333333,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,841771.0
2537,5,2021-09-13 15:00:35,70.09345,0,1.0,3.0,1.0,3.0,0.0,,,,,,,546977.0,841794.0
2539,5,2021-09-13 15:00:35,70.2998,1,1.0,3.0,1.0,3.0,0.0,,,,,,,548586.0,844270.0
2541,5,2021-09-13 15:00:35,70.36255,1,1.0,3.0,1.0,3.0,0.0,,,,,,,549075.0,845023.0
2543,5,2021-09-13 15:00:35,70.36806666666666,0,1.0,3.0,1.0,3.0,0.0,,,,,,,549118.0,845089.0
2545,5,2021-09-13 15:00:35,70.45111666666666,1,1.0,3.0,1.0,3.0,0.0,,,,,,,549766.0,846085.0
2547,5,2021-09-13 15:00:35,70.47715,1,1.0,3.0,1.0,3.0,0.0,,,,,,,549969.0,846398.0
